iter	Logloss
299	0.4061131288
300	0.4060303461
301	0.4059218725
302	0.4058345625
303	0.4057828009
304	0.4056875944
305	0.4054992982
306	0.4053998058
307	0.4053125047
308	0.4051751781
309	0.4051078092
310	0.4050412838
311	0.4049859801
312	0.4049063219
313	0.4047715631
314	0.4046905378
315	0.4045612918
316	0.4044846811
317	0.404358388
318	0.4043054498
319	0.4041138013
320	0.4039885526
321	0.4039194867
322	0.4038021617
323	0.4037199671
324	0.4036503538
325	0.4035623509
326	0.4034335974
327	0.4032900819
328	0.4032213424
329	0.4031765595
330	0.4030969406
331	0.4030031769
332	0.4028973468
333	0.4027792757
334	0.4027170652
335	0.4026608152
336	0.4025805412
337	0.4025110327
338	0.4024350907
339	0.4023807373
340	0.4022877564
341	0.4021350933
342	0.4020403366
343	0.4019968586
344	0.4019447974
345	0.4018613987
346	0.4016772475
347	0.4015801432
348	0.4014413265
349	0.4013399383
350	0.4012424192
351	0.4011818536
352	0.4010922152
353	0.40105004
354	0.4008949281
355	0.4007063537
356	0.4006309152
357	0.4005799404
358	0.4004657883
359	0.4004027173
360	0.4002964058
361	0.4002259285
362	0.4001570689
363	0.4001069969
364	0.4000268245
365	0.3999656035
366	0.3999054474
367	0.3998170771
368	0.3996594878
369	0.3995598834
370	0.3994867771
371	0.3993953622
372	0.3993022594
373	0.3992347232
374	0.3991186381
375	0.3990390857
376	0.3989614618
377	0.3988492277
378	0.3987310716
379	0.398724088
380	0.398625574
381	0.3985513556
382	0.3983855977
383	0.3982735093
384	0.3981240225
385	0.3980090359
386	0.3979006493
387	0.3978321169
388	0.3976945844
389	0.3976473119
390	0.3974661867
391	0.3973746593
392	0.397299222
393	0.3972285038
394	0.3971642514
395	0.3970294708
396	0.3969837951
397	0.3968737777
398	0.3968027682
399	0.3966231835
400	0.3963714783
401	0.3962192957
402	0.3961261644
403	0.3960437287
404	0.3959815625
405	0.39588322
406	0.3957463357
407	0.3956200844
408	0.3955649716
409	0.3954267028
410	0.3952849462
411	0.3951625877
412	0.3950857704
413	0.3950115538
414	0.394874701
415	0.3948165958
416	0.3947279963
417	0.3946547336
418	0.3945232201
419	0.3944744752
420	0.3943627184
421	0.3941826807
422	0.3940366953
423	0.393955377
424	0.3938551715
425	0.3937678093
426	0.3936934007
427	0.3935957863
428	0.3935092249
429	0.3933984035
430	0.3932479945
431	0.3931640464
432	0.3930328595
433	0.3929607262
434	0.3928833943
435	0.3927220103
436	0.3926339935
437	0.3925379912
438	0.3924413482
439	0.392354466
440	0.392267477
441	0.3921242904
442	0.391992221
443	0.3918962251
444	0.3918047961
445	0.3917260125
446	0.3915833526
447	0.3914451797
448	0.3913051853
449	0.3912036028
450	0.39102946
451	0.3908896168
452	0.3908096776
453	0.3906824284
454	0.3905944301
455	0.3905016445
456	0.3904169352
457	0.3903471811
458	0.3902939773
459	0.3901981728
460	0.3901348509
461	0.3900940018
462	0.3900062381
463	0.3899203425
464	0.3898271927
465	0.3897690614
466	0.3895799677
467	0.3894976743
468	0.3894337703
469	0.3893800714
470	0.3893042868
471	0.3891624815
472	0.3890052722
473	0.3889325857
474	0.3887969211
475	0.3886551471
476	0.3885128207
477	0.388458228
478	0.3884301804
479	0.3883382356
480	0.3881987724
481	0.3880865657
482	0.387936836
483	0.3878908022
484	0.3878165692
485	0.387707759
486	0.3875965867
487	0.3875093469
488	0.3873307618
489	0.3871500376
490	0.3871030863
491	0.3869506043
492	0.386834991
493	0.3867151231
494	0.3865614062
495	0.3864854342
496	0.3864304562
497	0.386297823
498	0.3861579246
499	0.386055795
500	0.385954568
501	0.385874644
502	0.3857583894
503	0.3856500245
504	0.3855669631
505	0.3854535273
506	0.3852790589
507	0.3852149866
508	0.3850366833
509	0.3849538535
510	0.3848600065
511	0.3848031223
512	0.3847245963
513	0.3846212145
514	0.384566149
515	0.3844669471
516	0.3843519863
517	0.384310589
518	0.3842487536
519	0.3840917186
520	0.3839715925
521	0.3838951469
522	0.3837687223
523	0.3836739643
524	0.3835958733
525	0.3834282043
526	0.3833181695
527	0.3832131473
528	0.3831543032
529	0.3830772885
530	0.3830191026
531	0.3829321491
532	0.3828457342
533	0.3826654717
534	0.3825690092
535	0.3824734653
536	0.3824004358
537	0.3823010541
538	0.382203419
539	0.3820889829
540	0.3819773105
541	0.3818334619
542	0.3817575654
543	0.3816898361
544	0.3816330904
545	0.3815350719
546	0.3814406245
547	0.3813733135
548	0.3812583245
549	0.3810836008
550	0.3810027539
551	0.380883511
552	0.3807990491
553	0.3807073548
554	0.3806037986
555	0.3805101529
556	0.380385092
557	0.3803327039
558	0.3802857542
559	0.3802050901
560	0.3800199935
561	0.3799140162
562	0.3798384318
563	0.3797012628
564	0.3795772125
565	0.3794778445
566	0.3793763706
567	0.3792490661
568	0.3791570562
569	0.3790937441
570	0.3790136571
571	0.3788702017
572	0.3788331615
573	0.3787607663
574	0.3787069691
575	0.3786003049
576	0.3784625976
577	0.3783687811
578	0.3782682976
579	0.3782332979
580	0.3780998779
581	0.3780667445
582	0.378000494
583	0.3778884437
584	0.3777790254
585	0.3777428867
586	0.3776837971
587	0.3775159206
588	0.3774339786
589	0.3773981439
590	0.3772899314
591	0.3771736248
592	0.377028119
593	0.376931145
594	0.3768756535
595	0.3767837376
596	0.37667722
597	0.376584882
598	0.3764831516
599	0.3763803276
600	0.3762440199
601	0.3762002192
602	0.3761186895
603	0.376008476
604	0.3759453866
605	0.3758588871
606	0.3757543094
607	0.3755915798
608	0.3754848716
609	0.3753710786
610	0.3752211335
611	0.3750763118
612	0.3749866598
613	0.3749016978
614	0.3748049048
615	0.3746605045
616	0.3745007171
617	0.374426008
618	0.3743499814
619	0.3742623855
620	0.3741330431
621	0.3740841598
622	0.3739865768
623	0.3738920895
624	0.3738068907
625	0.3736974566
626	0.3736151574
627	0.3735166077
628	0.3734331773
629	0.3733690865
630	0.3732705075
631	0.3731740087
632	0.3731012588
633	0.3730108647
634	0.3729488496
635	0.3727990716
636	0.3726375498
637	0.3725590364
638	0.37251549
639	0.372436195
640	0.3723380036
641	0.3722535534
642	0.3721229099
643	0.372009989
644	0.3719402824
645	0.3718617842
646	0.3717319051
647	0.3716188979
648	0.3715559897
649	0.3714830737
650	0.3712950439
651	0.3712340966
652	0.3711761274
653	0.3710916155
654	0.3709805961
655	0.3709179488
656	0.3708238315
657	0.3707266536
658	0.3705769699
659	0.3704497937
660	0.3703472407
661	0.3702385011
662	0.370090704
663	0.3700190415
664	0.3699290852
665	0.3698814059
666	0.3697565162
667	0.3696819502
668	0.3695996966
669	0.3694337492
670	0.3693078951
671	0.3691862942
672	0.369113965
673	0.3690291922
674	0.3689450914
675	0.3688607117
676	0.3687108341
677	0.3686075909
678	0.3685429755
679	0.3683962094
680	0.3683056794
681	0.3682462802
682	0.368172519
683	0.3679939454
684	0.3679380639
685	0.3678561237
686	0.3677672443
687	0.3676477271
688	0.3675923696
689	0.3674681008
690	0.3674111719
691	0.3673411901
692	0.3672652006
693	0.3672097349
694	0.3671465011
695	0.36709628
696	0.3670177199
697	0.3669032024
698	0.3668188954
699	0.3667463513
700	0.3666716179
701	0.3665713477
702	0.3664721314
703	0.3663708652
704	0.3662681988
705	0.3662108037
706	0.3661400046
707	0.3660456974
708	0.3659615216
709	0.36589031
710	0.3658288746
711	0.3657647602
712	0.3656952959
713	0.3655862076
714	0.3654955707
715	0.3653948309
716	0.365236698
717	0.3651607612
718	0.3651237723
719	0.3650561695
720	0.365005961
721	0.3649627079
722	0.3648242292
723	0.3647476426
724	0.3646271144
725	0.3645007327
726	0.3644386292
727	0.3643200152
728	0.3642442013
729	0.3641609506
730	0.3641042933
731	0.364005721
732	0.363921781
733	0.3637620941
734	0.3636883252
735	0.3636146986
736	0.3634537367
737	0.3633353856
738	0.3632275848
739	0.363173987
740	0.3631396834
741	0.3630433119
742	0.3629273473
743	0.3628467715
744	0.3626949268
745	0.3626431862
746	0.3625576452
747	0.3624177081
748	0.3623686053
749	0.3622448747
750	0.3621758768
751	0.3621338526
752	0.3620231208
753	0.3619296585
754	0.3618175286
755	0.3617620752
756	0.361633303
757	0.3615759187
758	0.3615024838
759	0.3613639211
760	0.3612623666
761	0.3611638747
762	0.3610203979
763	0.3609303084
764	0.3607995693
765	0.3607530309
766	0.360672829
767	0.360522317
768	0.3604608579
769	0.3603731683
770	0.3602494598
771	0.360154022
772	0.3600984527
773	0.3600144357
774	0.3599044372
775	0.3598038181
776	0.3596796616
777	0.3595848098
778	0.3594835254
779	0.3594041185
780	0.3592972965
781	0.3592094152
782	0.359144028
783	0.3590449651
784	0.3589694947
785	0.3588852758
786	0.3588043457
787	0.3587202789
788	0.3586657758
789	0.3586036918
790	0.3585040149
791	0.3584142037
792	0.3583329572
793	0.3582185155
794	0.3581555958
795	0.3580691835
796	0.3579957326
797	0.3579037996
798	0.3578515386
799	0.3577517136
800	0.3576912087
801	0.3576440988
802	0.3575708513
803	0.357476452
804	0.3573820723
805	0.3573192024
806	0.3571784223
807	0.3570799924
808	0.3569864709
809	0.356920907
810	0.3568126407
811	0.3567493331
812	0.3566742581
813	0.3566046684
814	0.3565233654
815	0.3564583632
816	0.356386857
817	0.356235521
818	0.3561690057
819	0.3560620516
820	0.3560104043
821	0.3559312883
822	0.355831626
823	0.3557325827
824	0.3556226342
825	0.3555935897
826	0.3554592722
827	0.3554086766
828	0.3553571645
829	0.3553239925
830	0.3551926685
831	0.3551348811
832	0.3550630245
833	0.354941005
834	0.3548645552
835	0.3547895441
836	0.3547427234
837	0.3546978215
838	0.3546357604
839	0.3545906873
840	0.3545215659
841	0.3544345899
842	0.354318073
843	0.3542672595
844	0.3541824436
845	0.3541150233
846	0.3540077622
847	0.3539514628
848	0.3538791554
849	0.3537877058
850	0.353685457
851	0.3535830163
852	0.3534086177
853	0.3533280311
854	0.3532358864
855	0.3531714183
856	0.3530942727
857	0.3530167046
858	0.3529664204
859	0.3529349391
860	0.3528347842
861	0.3527778217
862	0.3527200371
863	0.3526300526
864	0.3525676588
865	0.3525319726
866	0.3524663815
867	0.3524449579
868	0.3523867583
869	0.3523049644
870	0.3522159002
871	0.3521443487
872	0.3520726062
873	0.3520066937
874	0.3519376678
875	0.3518675181
876	0.3518039158
877	0.3517765936
878	0.3517111428
879	0.3516065696
880	0.3515389677
881	0.3515022914
882	0.3514051763
883	0.3513081489
884	0.3511974509
885	0.3511186045
886	0.3510215682
887	0.3509083856
888	0.3508799247
889	0.3508079909
890	0.3507084241
891	0.3506571784
892	0.3505684313
893	0.3504821163
894	0.3503630489
895	0.3502949406
896	0.3501697017
897	0.3500906691
898	0.3500646936
899	0.3499636207
900	0.3498995194
901	0.3498525962
902	0.3497782871
903	0.3497098498
904	0.3496579278
905	0.3495689647
906	0.3495083593
907	0.3493864658
908	0.3492810708
909	0.3492308289
910	0.34912611
911	0.3490827922
912	0.349022296
913	0.3489298745
914	0.3488467106
915	0.3487342355
916	0.3486638885
917	0.3485745382
918	0.3485004349
919	0.3484288628
920	0.3483225653
921	0.3482793013
922	0.3481713669
923	0.348047114
924	0.3479385252
925	0.3478345904
926	0.3477329695
927	0.347637271
928	0.3475831361
929	0.3475270692
930	0.3474389755
931	0.3473901901
932	0.3473292135
933	0.3472893539
934	0.347206067
935	0.3470869503
936	0.3469977556
937	0.3469383166
938	0.3468369773
939	0.3467573507
940	0.3466932686
941	0.3465784358
942	0.3465105567
943	0.3464516871
944	0.3463885347
945	0.3463627717
946	0.3462866675
947	0.346207638
948	0.3461308766
949	0.3460645821
950	0.3460129462
951	0.3459391536
952	0.3458715558
953	0.3457874533
954	0.3457281927
955	0.34562362
956	0.3455521394
957	0.345501008
958	0.3453967086
959	0.3453213378
960	0.3452989915
961	0.34521673
962	0.3451407811
963	0.3450799313
964	0.3450169634
965	0.3449308994
966	0.344859404
967	0.3448086411
968	0.3447401949
969	0.3446817963
970	0.3446368547
971	0.3445737113
972	0.3444622183
973	0.3443700044
974	0.3443041796
975	0.3441792509
976	0.344064985
977	0.3439561519
978	0.3439174738
979	0.3438716043
980	0.3438213668
981	0.3437423827
982	0.3436535688
983	0.3435687924
984	0.343503862
985	0.3434763549
986	0.3433772644
987	0.3433368648
988	0.3432847385
989	0.3432239548
990	0.3431946348
991	0.3431543985
992	0.3431194361
993	0.3430456559
994	0.3429761702
995	0.3429019176
996	0.3428218175
997	0.3427631327
998	0.3426708341
999	0.3426443009
